Position,code,Geography,Treatment,vialnum,Sex,exp,cfuA,cfuL,repexp,total,GT,Bacteria,Replicate,Duplicate,SortOrder,Plate,Side,type
561,H Control F 5 NA 1997 3 Flies 3 NA,H,Control,H Control F 5 NA 1997 3 Flies 3 NA,F,3,788640,675,H Control F 5 NA 1997 3 Flies 3 NA,789315,HControl,G,5,NA,1997,Flies 3,NA,fly
563,H Control F 5 NA 1999 3 Flies 3 NA,H,Control,H Control F 5 NA 1999 3 Flies 3 NA,F,3,839520,75,H Control F 5 NA 1999 3 Flies 3 NA,839595,HControl,G,5,NA,1999,Flies 3,NA,fly
593,H Control F 5 3 2026 3 Flies 3 NA,H,Control,H Control F 5 3 2026 3 Flies 3 NA,F,3,16695,0,H Control F 5 3 2026 3 Flies 3 NA,16695,HControl,X,5,3,2026,Flies 3,NA,fly
595,H Control F 5 3 2028 3 Flies 3 NA,H,Control,H Control F 5 3 2028 3 Flies 3 NA,F,3,69960,0,H Control F 5 3 2028 3 Flies 3 NA,69960,HControl,X,5,3,2028,Flies 3,NA,fly
597,H Control F 5 3 2030 3 Flies 3 NA,H,Control,H Control F 5 3 2030 3 Flies 3 NA,F,3,22260,0,H Control F 5 3 2030 3 Flies 3 NA,22260,HControl,X,5,3,2030,Flies 3,NA,fly
623,H Control F 5 NA 2054 3 Flies 3 NA,H,Control,H Control F 5 NA 2054 3 Flies 3 NA,F,3,712320,75,H Control F 5 NA 2054 3 Flies 3 NA,712395,HControl,LAB,5,NA,2054,Flies 3,NA,fly
625,H Control F 5 NA 2056 3 Flies 3 NA,H,Control,H Control F 5 NA 2056 3 Flies 3 NA,F,3,1373760,450,H Control F 5 NA 2056 3 Flies 3 NA,1374210,HControl,LAB,5,NA,2056,Flies 3,NA,fly
627,H Control F 5 NA 2058 3 Flies 3 NA,H,Control,H Control F 5 NA 2058 3 Flies 3 NA,F,3,25440,50,H Control F 5 NA 2058 3 Flies 3 NA,25490,HControl,LAB,5,NA,2058,Flies 3,NA,fly
643,H Control F 5 2 2074 3 Flies 3 NA,H,Control,H Control F 5 2 2074 3 Flies 3 NA,F,3,203520,0,H Control F 5 2 2074 3 Flies 3 NA,203520,HControl,LAB,5,2,2074,Flies 3,NA,fly
645,H Control F 5 2 2076 3 Flies 3 NA,H,Control,H Control F 5 2 2076 3 Flies 3 NA,F,3,165360,0,H Control F 5 2 2076 3 Flies 3 NA,165360,HControl,LAB,5,2,2076,Flies 3,NA,fly
449,H Control F 5 NA 3712 5 Flies 2 NA,H,Control,H Control F 5 NA 3712 5 Flies 2 NA,F,5,60420,0,H Control F 5 NA 3712 5 Flies 2 NA,60420,HControl,CV,5,NA,3712,Flies 2,NA,fly
451,H Control F 5 NA 3714 5 Flies 2 NA,H,Control,H Control F 5 NA 3714 5 Flies 2 NA,F,5,31800,150,H Control F 5 NA 3714 5 Flies 2 NA,31950,HControl,CV,5,NA,3714,Flies 2,NA,fly
453,H Control F 5 NA 3716 5 Flies 2 NA,H,Control,H Control F 5 NA 3716 5 Flies 2 NA,F,5,34980,50,H Control F 5 NA 3716 5 Flies 2 NA,35030,HControl,CV,5,NA,3716,Flies 2,NA,fly
83,H Control M 5 NA 1623 3 Flies 1 NA,H,Control,H Control M 5 NA 1623 3 Flies 1 NA,M,3,44520,150,H Control M 5 NA 1623 3 Flies 1 NA,44670,HControl,AAB,5,NA,1623,Flies 1,NA,fly
85,H Control M 5 NA 1625 3 Flies 1 NA,H,Control,H Control M 5 NA 1625 3 Flies 1 NA,M,3,57240,100,H Control M 5 NA 1625 3 Flies 1 NA,57340,HControl,AAB,5,NA,1625,Flies 1,NA,fly
87,H Control M 5 NA 1627 3 Flies 1 NA,H,Control,H Control M 5 NA 1627 3 Flies 1 NA,M,3,50880,0,H Control M 5 NA 1627 3 Flies 1 NA,50880,HControl,AAB,5,NA,1627,Flies 1,NA,fly
161,H Control M 5 2 1699 3 Flies 1 NA,H,Control,H Control M 5 2 1699 3 Flies 1 NA,M,3,330720,425,H Control M 5 2 1699 3 Flies 1 NA,331145,HControl,AAB,5,2,1699,Flies 1,NA,fly
173,H Control M 5 NA 1711 3 Flies 1 NA,H,Control,H Control M 5 NA 1711 3 Flies 1 NA,M,3,76320,150,H Control M 5 NA 1711 3 Flies 1 NA,76470,HControl,X,5,NA,1711,Flies 1,NA,fly
175,H Control M 5 NA 1713 3 Flies 1 NA,H,Control,H Control M 5 NA 1713 3 Flies 1 NA,M,3,69960,300,H Control M 5 NA 1713 3 Flies 1 NA,70260,HControl,X,5,NA,1713,Flies 1,NA,fly
415,H Control M 5 2 1854 3 Flies 2 NA,H,Control,H Control M 5 2 1854 3 Flies 2 NA,M,3,7155,125,H Control M 5 2 1854 3 Flies 2 NA,7280,HControl,X,5,2,1854,Flies 2,NA,fly
417,H Control M 5 2 1856 3 Flies 2 NA,H,Control,H Control M 5 2 1856 3 Flies 2 NA,M,3,19875,225,H Control M 5 2 1856 3 Flies 2 NA,20100,HControl,X,5,2,1856,Flies 2,NA,fly
555,H Control M 5 NA 1991 3 Flies 3 NA,H,Control,H Control M 5 NA 1991 3 Flies 3 NA,M,3,1017600,425,H Control M 5 NA 1991 3 Flies 3 NA,1018025,HControl,G,5,NA,1991,Flies 3,NA,fly
557,H Control M 5 NA 1993 3 Flies 3 NA,H,Control,H Control M 5 NA 1993 3 Flies 3 NA,M,3,788640,400,H Control M 5 NA 1993 3 Flies 3 NA,789040,HControl,G,5,NA,1993,Flies 3,NA,fly
559,H Control M 5 NA 1995 3 Flies 3 NA,H,Control,H Control M 5 NA 1995 3 Flies 3 NA,M,3,839520,150,H Control M 5 NA 1995 3 Flies 3 NA,839670,HControl,G,5,NA,1995,Flies 3,NA,fly
589,H Control M 5 3 2022 3 Flies 3 NA,H,Control,H Control M 5 3 2022 3 Flies 3 NA,M,3,1525,0,H Control M 5 3 2022 3 Flies 3 NA,1525,HControl,X,5,3,2022,Flies 3,NA,fly
591,H Control M 5 3 2024 3 Flies 3 NA,H,Control,H Control M 5 3 2024 3 Flies 3 NA,M,3,9142.5,0,H Control M 5 3 2024 3 Flies 3 NA,9142.5,HControl,X,5,3,2024,Flies 3,NA,fly
617,H Control M 5 NA 2049 3 Flies 3 NA,H,Control,H Control M 5 NA 2049 3 Flies 3 NA,M,3,127200,0,H Control M 5 NA 2049 3 Flies 3 NA,127200,HControl,LAB,5,NA,2049,Flies 3,NA,fly
621,H Control M 5 NA 2052 3 Flies 3 NA,H,Control,H Control M 5 NA 2052 3 Flies 3 NA,M,3,2782.5,50,H Control M 5 NA 2052 3 Flies 3 NA,2832.5,HControl,LAB,5,NA,2052,Flies 3,NA,fly
639,H Control M 5 2 2070 3 Flies 3 NA,H,Control,H Control M 5 2 2070 3 Flies 3 NA,M,3,9142.5,7552.5,H Control M 5 2 2070 3 Flies 3 NA,16695,HControl,LAB,5,2,2070,Flies 3,NA,fly
641,H Control M 5 2 2072 3 Flies 3 NA,H,Control,H Control M 5 2 2072 3 Flies 3 NA,M,3,992160,25,H Control M 5 2 2072 3 Flies 3 NA,992185,HControl,LAB,5,2,2072,Flies 3,NA,fly
445,H Control M 5 NA 3708 5 Flies 2 NA,H,Control,H Control M 5 NA 3708 5 Flies 2 NA,M,5,152640,2385,H Control M 5 NA 3708 5 Flies 2 NA,155025,HControl,CV,5,NA,3708,Flies 2,NA,fly
447,H Control M 5 NA 3710 5 Flies 2 NA,H,Control,H Control M 5 NA 3710 5 Flies 2 NA,M,5,228960,0,H Control M 5 NA 3710 5 Flies 2 NA,228960,HControl,CV,5,NA,3710,Flies 2,NA,fly
497,H Control NA 5 2 1936 3 Diet 2 NA,H,Control,H Control NA 5 2 1936 3 Diet 2 NA,NA,3,60420,150,H Control NA 5 2 1936 3 Diet 2 NA,60570,HControl,X,5,2,1936,Diet 2,NA,diet
499,H Control NA 5 2 1938 3 Diet 2 NA,H,Control,H Control NA 5 2 1938 3 Diet 2 NA,NA,3,165360,250,H Control NA 5 2 1938 3 Diet 2 NA,165610,HControl,X,5,2,1938,Diet 2,NA,diet
501,H Control NA 5 2 1940 3 Diet 2 NA,H,Control,H Control NA 5 2 1940 3 Diet 2 NA,NA,3,3459840,0,H Control NA 5 2 1940 3 Diet 2 NA,3459840,HControl,X,5,2,1940,Diet 2,NA,diet
503,H Control NA 5 2 1942 3 Diet 2 NA,H,Control,H Control NA 5 2 1942 3 Diet 2 NA,NA,3,2849280,25440,H Control NA 5 2 1942 3 Diet 2 NA,2874720,HControl,X,5,2,1942,Diet 2,NA,diet
737,H Control NA 5 NA 2160 3 Diet 3 NA,H,Control,H Control NA 5 NA 2160 3 Diet 3 NA,NA,3,42332160,0,H Control NA 5 NA 2160 3 Diet 3 NA,42332160,HControl,G,5,NA,2160,Diet 3,NA,diet
739,H Control NA 5 NA 2162 3 Diet 3 NA,H,Control,H Control NA 5 NA 2162 3 Diet 3 NA,NA,3,29306880,28620,H Control NA 5 NA 2162 3 Diet 3 NA,29335500,HControl,G,5,NA,2162,Diet 3,NA,diet
741,H Control NA 5 NA 2164 3 Diet 3 NA,H,Control,H Control NA 5 NA 2164 3 Diet 3 NA,NA,3,37447680,0,H Control NA 5 NA 2164 3 Diet 3 NA,37447680,HControl,G,5,NA,2164,Diet 3,NA,diet
743,H Control NA 5 NA 2166 3 Diet 3 NA,H,Control,H Control NA 5 NA 2166 3 Diet 3 NA,NA,3,74895360,0,H Control NA 5 NA 2166 3 Diet 3 NA,74895360,HControl,G,5,NA,2166,Diet 3,NA,diet
745,H Control NA 5 NA 2168 3 Diet 3 NA,H,Control,H Control NA 5 NA 2168 3 Diet 3 NA,NA,3,100,0,H Control NA 5 NA 2168 3 Diet 3 NA,100,HControl,G,5,NA,2168,Diet 3,NA,diet
747,H Control NA 5 NA 2170 3 Diet 3 NA,H,Control,H Control NA 5 NA 2170 3 Diet 3 NA,NA,3,29306880,0,H Control NA 5 NA 2170 3 Diet 3 NA,29306880,HControl,G,5,NA,2170,Diet 3,NA,diet
773,H Control NA 5 3 2195 3 Diet 3 NA,H,Control,H Control NA 5 3 2195 3 Diet 3 NA,NA,3,42332160,0,H Control NA 5 3 2195 3 Diet 3 NA,42332160,HControl,X,5,3,2195,Diet 3,NA,diet
775,H Control NA 5 3 2197 3 Diet 3 NA,H,Control,H Control NA 5 3 2197 3 Diet 3 NA,NA,3,24422400,0,H Control NA 5 3 2197 3 Diet 3 NA,24422400,HControl,X,5,3,2197,Diet 3,NA,diet
777,H Control NA 5 3 2199 3 Diet 3 NA,H,Control,H Control NA 5 3 2199 3 Diet 3 NA,NA,3,86292480,0,H Control NA 5 3 2199 3 Diet 3 NA,86292480,HControl,X,5,3,2199,Diet 3,NA,diet
779,H Control NA 5 3 2201 3 Diet 3 NA,H,Control,H Control NA 5 3 2201 3 Diet 3 NA,NA,3,55357440,0,H Control NA 5 3 2201 3 Diet 3 NA,55357440,HControl,X,5,3,2201,Diet 3,NA,diet
805,H Control NA 5 NA 2225 3 Diet 3 NA,H,Control,H Control NA 5 NA 2225 3 Diet 3 NA,NA,3,74895360,0,H Control NA 5 NA 2225 3 Diet 3 NA,74895360,HControl,LAB,5,NA,2225,Diet 3,NA,diet
807,H Control NA 5 NA 2227 3 Diet 3 NA,H,Control,H Control NA 5 NA 2227 3 Diet 3 NA,NA,3,78151680,0,H Control NA 5 NA 2227 3 Diet 3 NA,78151680,HControl,LAB,5,NA,2227,Diet 3,NA,diet
809,H Control NA 5 NA 2229 3 Diet 3 NA,H,Control,H Control NA 5 NA 2229 3 Diet 3 NA,NA,3,99317760,0,H Control NA 5 NA 2229 3 Diet 3 NA,99317760,HControl,LAB,5,NA,2229,Diet 3,NA,diet
811,H Control NA 5 NA 2231 3 Diet 3 NA,H,Control,H Control NA 5 NA 2231 3 Diet 3 NA,NA,3,112343040,0,H Control NA 5 NA 2231 3 Diet 3 NA,112343040,HControl,LAB,5,NA,2231,Diet 3,NA,diet
813,H Control NA 5 NA 2233 3 Diet 3 NA,H,Control,H Control NA 5 NA 2233 3 Diet 3 NA,NA,3,9768960,0,H Control NA 5 NA 2233 3 Diet 3 NA,9768960,HControl,LAB,5,NA,2233,Diet 3,NA,diet
831,H Control NA 5 2 2244 3 Diet 3 NA,H,Control,H Control NA 5 2 2244 3 Diet 3 NA,NA,3,84664320,0,H Control NA 5 2 2244 3 Diet 3 NA,84664320,HControl,LAB,5,2,2244,Diet 3,NA,diet
833,H Control NA 5 2 2246 3 Diet 3 NA,H,Control,H Control NA 5 2 2246 3 Diet 3 NA,NA,3,26050560,0,H Control NA 5 2 2246 3 Diet 3 NA,26050560,HControl,LAB,5,2,2246,Diet 3,NA,diet
835,H Control NA 5 2 2248 3 Diet 3 NA,H,Control,H Control NA 5 2 2248 3 Diet 3 NA,NA,3,24422400,0,H Control NA 5 2 2248 3 Diet 3 NA,24422400,HControl,LAB,5,2,2248,Diet 3,NA,diet
665,H Control NA 5 NA 3928 5 Diet 2 NA,H,Control,H Control NA 5 NA 3928 5 Diet 2 NA,NA,5,5291520,0,H Control NA 5 NA 3928 5 Diet 2 NA,5291520,HControl,CV,5,NA,3928,Diet 2,NA,diet
667,H Control NA 5 NA 3930 5 Diet 2 NA,H,Control,H Control NA 5 NA 3930 5 Diet 2 NA,NA,5,2238720,0,H Control NA 5 NA 3930 5 Diet 2 NA,2238720,HControl,CV,5,NA,3930,Diet 2,NA,diet
669,H Control NA 5 NA 3932 5 Diet 2 NA,H,Control,H Control NA 5 NA 3932 5 Diet 2 NA,NA,5,2849280,0,H Control NA 5 NA 3932 5 Diet 2 NA,2849280,HControl,CV,5,NA,3932,Diet 2,NA,diet
671,H Control NA 5 NA 3934 5 Diet 2 NA,H,Control,H Control NA 5 NA 3934 5 Diet 2 NA,NA,5,1424640,0,H Control NA 5 NA 3934 5 Diet 2 NA,1424640,HControl,CV,5,NA,3934,Diet 2,NA,diet
673,H Control NA 5 NA 3936 5 Diet 2 NA,H,Control,H Control NA 5 NA 3936 5 Diet 2 NA,NA,5,2849280,0,H Control NA 5 NA 3936 5 Diet 2 NA,2849280,HControl,CV,5,NA,3936,Diet 2,NA,diet
675,H Control NA 5 NA 3938 5 Diet 2 NA,H,Control,H Control NA 5 NA 3938 5 Diet 2 NA,NA,5,3663360,0,H Control NA 5 NA 3938 5 Diet 2 NA,3663360,HControl,CV,5,NA,3938,Diet 2,NA,diet
47,L Choice F 5 NA 3311 5 Flies 1 NA,L,Choice,L Choice F 5 NA 3311 5 Flies 1 NA,F,5,305280,25,L Choice F 5 NA 3311 5 Flies 1 NA,305305,LChoice,CV,5,NA,3311,Flies 1,NA,fly
49,L Choice F 5 NA 3313 5 Flies 1 NA,L,Choice,L Choice F 5 NA 3313 5 Flies 1 NA,F,5,1170240,325,L Choice F 5 NA 3313 5 Flies 1 NA,1170565,LChoice,CV,5,NA,3313,Flies 1,NA,fly
43,L Choice M 5 NA 3307 5 Flies 1 NA,L,Choice,L Choice M 5 NA 3307 5 Flies 1 NA,M,5,686880,375,L Choice M 5 NA 3307 5 Flies 1 NA,687255,LChoice,CV,5,NA,3307,Flies 1,NA,fly
45,L Choice M 5 NA 3309 5 Flies 1 NA,L,Choice,L Choice M 5 NA 3309 5 Flies 1 NA,M,5,178080,300,L Choice M 5 NA 3309 5 Flies 1 NA,178380,LChoice,CV,5,NA,3309,Flies 1,NA,fly
593,L Choice NA 5 NA 3856 5 Diet 2 A,L,Choice,L Choice NA 5 NA 3856 5 Diet 2 A,NA,5,2645760,0,L Choice NA 5 NA 3856 5 Diet 2 A,2645760,LChoice,CV,5,NA,3856,Diet 2,A,diet
595,L Choice NA 5 NA 3858 5 Diet 2 A,L,Choice,L Choice NA 5 NA 3858 5 Diet 2 A,NA,5,7733760,0,L Choice NA 5 NA 3858 5 Diet 2 A,7733760,LChoice,CV,5,NA,3858,Diet 2,A,diet
597,L Choice NA 5 NA 3860 5 Diet 2 A,L,Choice,L Choice NA 5 NA 3860 5 Diet 2 A,NA,5,407040,0,L Choice NA 5 NA 3860 5 Diet 2 A,407040,LChoice,CV,5,NA,3860,Diet 2,A,diet
599,L Choice NA 5 NA 3862 5 Diet 2 L,L,Choice,L Choice NA 5 NA 3862 5 Diet 2 L,NA,5,56985600,75,L Choice NA 5 NA 3862 5 Diet 2 L,56985675,LChoice,CV,5,NA,3862,Diet 2,L,diet
601,L Choice NA 5 NA 3864 5 Diet 2 L,L,Choice,L Choice NA 5 NA 3864 5 Diet 2 L,NA,5,56985600,0,L Choice NA 5 NA 3864 5 Diet 2 L,56985600,LChoice,CV,5,NA,3864,Diet 2,L,diet
603,L Choice NA 5 NA 3866 5 Diet 2 L,L,Choice,L Choice NA 5 NA 3866 5 Diet 2 L,NA,5,8547840,0,L Choice NA 5 NA 3866 5 Diet 2 L,8547840,LChoice,CV,5,NA,3866,Diet 2,L,diet
129,PA Choice F 5 NA 3393 5 Flies 1 NA,PA,Choice,PA Choice F 5 NA 3393 5 Flies 1 NA,F,5,305280,100,PA Choice F 5 NA 3393 5 Flies 1 NA,305380,PAChoice,CV,5,NA,3393,Flies 1,NA,fly
131,PA Choice F 5 NA 3395 5 Flies 1 NA,PA,Choice,PA Choice F 5 NA 3395 5 Flies 1 NA,F,5,130380,50,PA Choice F 5 NA 3395 5 Flies 1 NA,130430,PAChoice,CV,5,NA,3395,Flies 1,NA,fly
123,PA Choice M 5 NA 3387 5 Flies 1 NA,PA,Choice,PA Choice M 5 NA 3387 5 Flies 1 NA,M,5,47700,75,PA Choice M 5 NA 3387 5 Flies 1 NA,47775,PAChoice,CV,5,NA,3387,Flies 1,NA,fly
125,PA Choice M 5 NA 3389 5 Flies 1 NA,PA,Choice,PA Choice M 5 NA 3389 5 Flies 1 NA,M,5,178080,75,PA Choice M 5 NA 3389 5 Flies 1 NA,178155,PAChoice,CV,5,NA,3389,Flies 1,NA,fly
127,PA Choice M 5 NA 3391 5 Flies 1 NA,PA,Choice,PA Choice M 5 NA 3391 5 Flies 1 NA,M,5,130380,0,PA Choice M 5 NA 3391 5 Flies 1 NA,130380,PAChoice,CV,5,NA,3391,Flies 1,NA,fly
329,PA Choice NA 5 NA 3592 5 Diet 1 A,PA,Choice,PA Choice NA 5 NA 3592 5 Diet 1 A,NA,5,1628160,0,PA Choice NA 5 NA 3592 5 Diet 1 A,1628160,PAChoice,CV,5,NA,3592,Diet 1,A,diet
331,PA Choice NA 5 NA 3594 5 Diet 1 A,PA,Choice,PA Choice NA 5 NA 3594 5 Diet 1 A,NA,5,1017600,0,PA Choice NA 5 NA 3594 5 Diet 1 A,1017600,PAChoice,CV,5,NA,3594,Diet 1,A,diet
333,PA Choice NA 5 NA 3596 5 Diet 1 A,PA,Choice,PA Choice NA 5 NA 3596 5 Diet 1 A,NA,5,407040,300,PA Choice NA 5 NA 3596 5 Diet 1 A,407340,PAChoice,CV,5,NA,3596,Diet 1,A,diet
335,PA Choice NA 5 NA 3598 5 Diet 1 L,PA,Choice,PA Choice NA 5 NA 3598 5 Diet 1 L,NA,5,407040,175,PA Choice NA 5 NA 3598 5 Diet 1 L,407215,PAChoice,CV,5,NA,3598,Diet 1,L,diet
337,PA Choice NA 5 NA 3600 5 Diet 1 L,PA,Choice,PA Choice NA 5 NA 3600 5 Diet 1 L,NA,5,4273920,75,PA Choice NA 5 NA 3600 5 Diet 1 L,4273995,PAChoice,CV,5,NA,3600,Diet 1,L,diet
339,PA Choice NA 5 NA 3602 5 Diet 1 L,PA,Choice,PA Choice NA 5 NA 3602 5 Diet 1 L,NA,5,2645760,25,PA Choice NA 5 NA 3602 5 Diet 1 L,2645785,PAChoice,CV,5,NA,3602,Diet 1,L,diet
143,PA Control F 5 NA 3407 5 Flies 1 NA,PA,Control,PA Control F 5 NA 3407 5 Flies 1 NA,F,5,127200,125,PA Control F 5 NA 3407 5 Flies 1 NA,127325,PAControl,CV,5,NA,3407,Flies 1,NA,fly
145,PA Control F 5 NA 3409 5 Flies 1 NA,PA,Control,PA Control F 5 NA 3409 5 Flies 1 NA,F,5,92220,150,PA Control F 5 NA 3409 5 Flies 1 NA,92370,PAControl,CV,5,NA,3409,Flies 1,NA,fly
147,PA Control F 5 NA 3411 5 Flies 1 NA,PA,Control,PA Control F 5 NA 3411 5 Flies 1 NA,F,5,305280,0,PA Control F 5 NA 3411 5 Flies 1 NA,305280,PAControl,CV,5,NA,3411,Flies 1,NA,fly
137,PA Control M 5 NA 3401 5 Flies 1 NA,PA,Control,PA Control M 5 NA 3401 5 Flies 1 NA,M,5,534240,0,PA Control M 5 NA 3401 5 Flies 1 NA,534240,PAControl,CV,5,NA,3401,Flies 1,NA,fly
139,PA Control M 5 NA 3403 5 Flies 1 NA,PA,Control,PA Control M 5 NA 3403 5 Flies 1 NA,M,5,63600,0,PA Control M 5 NA 3403 5 Flies 1 NA,63600,PAControl,CV,5,NA,3403,Flies 1,NA,fly
141,PA Control M 5 NA 3405 5 Flies 1 NA,PA,Control,PA Control M 5 NA 3405 5 Flies 1 NA,M,5,203520,0,PA Control M 5 NA 3405 5 Flies 1 NA,203520,PAControl,CV,5,NA,3405,Flies 1,NA,fly
345,PA Control NA 5 NA 3608 5 Diet 1 NA,PA,Control,PA Control NA 5 NA 3608 5 Diet 1 NA,NA,5,4884480,0,PA Control NA 5 NA 3608 5 Diet 1 NA,4884480,PAControl,CV,5,NA,3608,Diet 1,NA,diet
347,PA Control NA 5 NA 3610 5 Diet 1 NA,PA,Control,PA Control NA 5 NA 3610 5 Diet 1 NA,NA,5,6309120,0,PA Control NA 5 NA 3610 5 Diet 1 NA,6309120,PAControl,CV,5,NA,3610,Diet 1,NA,diet
349,PA Control NA 5 NA 3612 5 Diet 1 NA,PA,Control,PA Control NA 5 NA 3612 5 Diet 1 NA,NA,5,5698560,0,PA Control NA 5 NA 3612 5 Diet 1 NA,5698560,PAControl,CV,5,NA,3612,Diet 1,NA,diet
351,PA Control NA 5 NA 3614 5 Diet 1 NA,PA,Control,PA Control NA 5 NA 3614 5 Diet 1 NA,NA,5,6309120,0,PA Control NA 5 NA 3614 5 Diet 1 NA,6309120,PAControl,CV,5,NA,3614,Diet 1,NA,diet
353,PA Control NA 5 NA 3616 5 Diet 1 NA,PA,Control,PA Control NA 5 NA 3616 5 Diet 1 NA,NA,5,7326720,0,PA Control NA 5 NA 3616 5 Diet 1 NA,7326720,PAControl,CV,5,NA,3616,Diet 1,NA,diet
355,PA Control NA 5 NA 3618 5 Diet 1 NA,PA,Control,PA Control NA 5 NA 3618 5 Diet 1 NA,NA,5,3052800,0,PA Control NA 5 NA 3618 5 Diet 1 NA,3052800,PAControl,CV,5,NA,3618,Diet 1,NA,diet
471,V Choice F 5 NA 3734 5 Flies 2 NA,V,Choice,V Choice F 5 NA 3734 5 Flies 2 NA,F,5,508800,795,V Choice F 5 NA 3734 5 Flies 2 NA,509595,VChoice,CV,5,NA,3734,Flies 2,NA,fly
473,V Choice F 5 NA 3736 5 Flies 2 NA,V,Choice,V Choice F 5 NA 3736 5 Flies 2 NA,F,5,941280,3180,V Choice F 5 NA 3736 5 Flies 2 NA,944460,VChoice,CV,5,NA,3736,Flies 2,NA,fly
475,V Choice F 5 NA 3738 5 Flies 2 NA,V,Choice,V Choice F 5 NA 3738 5 Flies 2 NA,F,5,534240,25,V Choice F 5 NA 3738 5 Flies 2 NA,534265,VChoice,CV,5,NA,3738,Flies 2,NA,fly
465,V Choice M 5 NA 3728 5 Flies 2 NA,V,Choice,V Choice M 5 NA 3728 5 Flies 2 NA,M,5,254400,50,V Choice M 5 NA 3728 5 Flies 2 NA,254450,VChoice,CV,5,NA,3728,Flies 2,NA,fly
467,V Choice M 5 NA 3730 5 Flies 2 NA,V,Choice,V Choice M 5 NA 3730 5 Flies 2 NA,M,5,1119360,1192.5,V Choice M 5 NA 3730 5 Flies 2 NA,1120552.5,VChoice,CV,5,NA,3730,Flies 2,NA,fly
469,V Choice M 5 NA 3732 5 Flies 2 NA,V,Choice,V Choice M 5 NA 3732 5 Flies 2 NA,M,5,130380,0,V Choice M 5 NA 3732 5 Flies 2 NA,130380,VChoice,CV,5,NA,3732,Flies 2,NA,fly
689,V Choice NA 5 NA 3952 5 Diet 2 A,V,Choice,V Choice NA 5 NA 3952 5 Diet 2 A,NA,5,1017600,0,V Choice NA 5 NA 3952 5 Diet 2 A,1017600,VChoice,CV,5,NA,3952,Diet 2,A,diet
691,V Choice NA 5 NA 3954 5 Diet 2 A,V,Choice,V Choice NA 5 NA 3954 5 Diet 2 A,NA,5,60420,0,V Choice NA 5 NA 3954 5 Diet 2 A,60420,VChoice,CV,5,NA,3954,Diet 2,A,diet
693,V Choice NA 5 NA 3956 5 Diet 2 A,V,Choice,V Choice NA 5 NA 3956 5 Diet 2 A,NA,5,16281600,0,V Choice NA 5 NA 3956 5 Diet 2 A,16281600,VChoice,CV,5,NA,3956,Diet 2,A,diet
695,V Choice NA 5 NA 3958 5 Diet 2 L,V,Choice,V Choice NA 5 NA 3958 5 Diet 2 L,NA,5,17909760,25,V Choice NA 5 NA 3958 5 Diet 2 L,17909785,VChoice,CV,5,NA,3958,Diet 2,L,diet
697,V Choice NA 5 NA 3960 5 Diet 2 L,V,Choice,V Choice NA 5 NA 3960 5 Diet 2 L,NA,5,44520,0,V Choice NA 5 NA 3960 5 Diet 2 L,44520,VChoice,CV,5,NA,3960,Diet 2,L,diet
699,V Choice NA 5 NA 3962 5 Diet 2 L,V,Choice,V Choice NA 5 NA 3962 5 Diet 2 L,NA,5,44520,0,V Choice NA 5 NA 3962 5 Diet 2 L,44520,VChoice,CV,5,NA,3962,Diet 2,L,diet
97,V Control F 5 NA 3361 5 Flies 1 NA,V,Control,V Control F 5 NA 3361 5 Flies 1 NA,F,5,737760,0,V Control F 5 NA 3361 5 Flies 1 NA,737760,VControl,CV,5,NA,3361,Flies 1,NA,fly
99,V Control F 5 NA 3363 5 Flies 1 NA,V,Control,V Control F 5 NA 3363 5 Flies 1 NA,F,5,152640,0,V Control F 5 NA 3363 5 Flies 1 NA,152640,VControl,CV,5,NA,3363,Flies 1,NA,fly
95,V Control M 5 NA 3359 5 Flies 1 NA,V,Control,V Control M 5 NA 3359 5 Flies 1 NA,M,5,114480,0,V Control M 5 NA 3359 5 Flies 1 NA,114480,VControl,CV,5,NA,3359,Flies 1,NA,fly
293,V Control NA 5 NA 3556 5 Diet 1 NA,V,Control,V Control NA 5 NA 3556 5 Diet 1 NA,NA,5,3663360,0,V Control NA 5 NA 3556 5 Diet 1 NA,3663360,VControl,CV,5,NA,3556,Diet 1,NA,diet
295,V Control NA 5 NA 3558 5 Diet 1 NA,V,Control,V Control NA 5 NA 3558 5 Diet 1 NA,NA,5,3052800,0,V Control NA 5 NA 3558 5 Diet 1 NA,3052800,VControl,CV,5,NA,3558,Diet 1,NA,diet
297,V Control NA 5 NA 3560 5 Diet 1 NA,V,Control,V Control NA 5 NA 3560 5 Diet 1 NA,NA,5,2442240,0,V Control NA 5 NA 3560 5 Diet 1 NA,2442240,VControl,CV,5,NA,3560,Diet 1,NA,diet
299,V Control NA 5 NA 3562 5 Diet 1 NA,V,Control,V Control NA 5 NA 3562 5 Diet 1 NA,NA,5,2645760,0,V Control NA 5 NA 3562 5 Diet 1 NA,2645760,VControl,CV,5,NA,3562,Diet 1,NA,diet
301,V Control NA 5 NA 3564 5 Diet 1 NA,V,Control,V Control NA 5 NA 3564 5 Diet 1 NA,NA,5,1831680,0,V Control NA 5 NA 3564 5 Diet 1 NA,1831680,VControl,CV,5,NA,3564,Diet 1,NA,diet
303,V Control NA 5 NA 3566 5 Diet 1 NA,V,Control,V Control NA 5 NA 3566 5 Diet 1 NA,NA,5,54060,0,V Control NA 5 NA 3566 5 Diet 1 NA,54060,VControl,CV,5,NA,3566,Diet 1,NA,diet
